collection,local_source_path,relative_path,filename,extension,size_bytes,modified_date,sha256,title_inferred,author_publisher,category,language,likely_topic,rights_status,review_status,possible_kutumba_relevance,duplicate_group,source_root_id,portable_source_path
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\BV Material.zip,BV Material.zip,BV Material.zip,.zip,828161,2026-06-30T01:59:11.967591+00:00,0f9f216d354d97ac95699285dcd7c1731020c590082e7f1bcd9ebdda0e2ae64b,BV Material,,other,en,,reference-only-index-only,not-reviewed,research-only,,jayapataka-bv,.zip
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Channel Logos\1.png,Channel Logos/1.png,1.png,.png,99542,2022-05-06T18:57:52.737936+00:00,39ff0279d2f9ab42e97a758a48483b962240e3a5cdeb3333aef3ceaa8d1c8a4c,1,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Channel Logos/1.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Channel Logos\2.png,Channel Logos/2.png,2.png,.png,100227,2022-05-06T18:57:52.745915+00:00,940882bb85dde0606fce84499d4ff782c066afd9ca216a3503d7abc088266ebd,2,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Channel Logos/2.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Channel Logos\Final\1-removebg-preview-standard-scale-4_00x.png,Channel Logos/Final/1-removebg-preview-standard-scale-4_00x.png,1-removebg-preview-standard-scale-4_00x.png,.png,2924658,2022-05-06T18:59:09.591681+00:00,834f6a8d9bb02c5ced153460c7a9c592afb48c500be9e8f42a1457fe0c5e764d,1-removebg-preview-standard-scale-4_00x,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Channel Logos/Final/1-removebg-preview-standard-scale-4_00x.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Channel Logos\Final\2-removebg-preview-standard-scale-4_00x.png,Channel Logos/Final/2-removebg-preview-standard-scale-4_00x.png,2-removebg-preview-standard-scale-4_00x.png,.png,3033261,2022-05-06T18:59:39.991688+00:00,8fab984ea7e5fc1314868e4f6df90440dad8ca434707345ecd96995703937159,2-removebg-preview-standard-scale-4_00x,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Channel Logos/Final/2-removebg-preview-standard-scale-4_00x.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Channel Logos\Final\BhaktiVriksha_Logo-removebg-preview-standard-scale-4_00x.png,Channel Logos/Final/BhaktiVriksha_Logo-removebg-preview-standard-scale-4_00x.png,BhaktiVriksha_Logo-removebg-preview-standard-scale-4_00x.png,.png,2985158,2022-05-06T19:12:56.038065+00:00,52cc008dbaeb6972626fe1d0da2b7dc25515f730868df18802a32aed06fc3d04,BhaktiVriksha_Logo-removebg-preview-standard-scale-4_00x,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Channel Logos/Final/BhaktiVriksha_Logo-removebg-preview-standard-scale-4_00x.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Channel Logos\No Bkgrnd\1-removebg-preview.png,Channel Logos/No Bkgrnd/1-removebg-preview.png,1-removebg-preview.png,.png,107105,2022-05-06T18:58:25.176116+00:00,b7f48ec06444d94e5b5a74a92c570a33831abac33d8e76985376ed438ab921f8,1-removebg-preview,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Channel Logos/No Bkgrnd/1-removebg-preview.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Channel Logos\No Bkgrnd\2-removebg-preview.png,Channel Logos/No Bkgrnd/2-removebg-preview.png,2-removebg-preview.png,.png,112879,2022-05-06T18:58:16.388051+00:00,bec0801caa6199dc1cbb25696f6cf3af5e53b9cf864ba7e847d66c3abee362d0,2-removebg-preview,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Channel Logos/No Bkgrnd/2-removebg-preview.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Documents\कराग्रे वसते लक्ष्मिः करमध्ये सरस्वति ।.docx,Documents/कराग्रे वसते लक्ष्मिः करमध्ये सरस्वति ।.docx,कराग्रे वसते लक्ष्मिः करमध्ये सरस्वति ।.docx,.docx,15363,2022-02-04T14:09:57.296590+00:00,2ec08664b9a0c9f186ab506f50984bb0ec3ccdceea7f4fbcf03df8f9b564da02,कराग्रे वसते लक्ष्मिः करमध्ये सरस्वति ।,,document,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Documents/कराग्रे वसते लक्ष्मिः करमध्ये सरस्वति ।.docx
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Documents\॥श्रीसूर्याष्टकम्॥.docx,Documents/॥श्रीसूर्याष्टकम्॥.docx,॥श्रीसूर्याष्टकम्॥.docx,.docx,13716,2022-02-04T14:01:34.203587+00:00,698578a36a06ffd1bf1e35b983a71779bbf2c3103068e03e533e586edff268f3,॥श्रीसूर्याष्टकम्॥,,document,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Documents/॥श्रीसूर्याष्टकम्॥.docx
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\1528376368Iskcon_logo__1_-removebg-preview-standard-scale-4_00x.png,Images/1528376368Iskcon_logo__1_-removebg-preview-standard-scale-4_00x.png,1528376368Iskcon_logo__1_-removebg-preview-standard-scale-4_00x.png,.png,2758686,2022-05-06T20:46:35.745057+00:00,c46a3bda27eeb49a0d790ca2a78a28e3a74b79a2767a65b2e490d91f5dd4b268,1528376368Iskcon_logo__1_-removebg-preview-standard-scale-4_00x,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/1528376368Iskcon_logo__1_-removebg-preview-standard-scale-4_00x.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\235-2356723_ios-appapp-store-international-society-for-krishna-consciousness-removebg-preview-standard-scale-4_00x.png,Images/235-2356723_ios-appapp-store-international-society-for-krishna-consciousness-removebg-preview-standard-scale-4_00x.png,235-2356723_ios-appapp-store-international-society-for-krishna-consciousness-removebg-preview-standard-scale-4_00x.png,.png,2712772,2022-05-06T20:46:32.599972+00:00,bf5eebc51d7502827ed90482ca171ce9d299ffd09db0351c8fada8e7cfc390ff,235-2356723_ios-appapp-store-international-society-for-krishna-consciousness-removebg-preview-standard-scale-4_00x,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/235-2356723_ios-appapp-store-international-society-for-krishna-consciousness-removebg-preview-standard-scale-4_00x.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\34-347088_ios-appapp-store-iskcon-logo-png-transparent-png-removebg-preview-standard-scale-4_00x.png,Images/34-347088_ios-appapp-store-iskcon-logo-png-transparent-png-removebg-preview-standard-scale-4_00x.png,34-347088_ios-appapp-store-iskcon-logo-png-transparent-png-removebg-preview-standard-scale-4_00x.png,.png,2739730,2022-05-06T20:39:30.828115+00:00,c8cbb7e80f99a4d2ea141eeb467af41048767886903a643e1cb1eca30eeddec0,34-347088_ios-appapp-store-iskcon-logo-png-transparent-png-removebg-preview-standard-scale-4_00x,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/34-347088_ios-appapp-store-iskcon-logo-png-transparent-png-removebg-preview-standard-scale-4_00x.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\ISKCON\1528376368Iskcon_logo (1).jpg,Images/ISKCON/1528376368Iskcon_logo (1).jpg,1528376368Iskcon_logo (1).jpg,.jpg,88662,2022-05-06T20:38:22.995094+00:00,1d56dc755f5ea3cacd2274d71a01cd0dc5b31a56c04e0866b2297f183befb07c,1528376368Iskcon_logo (1),,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/ISKCON/1528376368Iskcon_logo (1).jpg
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\ISKCON\235-2356723_ios-appapp-store-international-society-for-krishna-consciousness.png,Images/ISKCON/235-2356723_ios-appapp-store-international-society-for-krishna-consciousness.png,235-2356723_ios-appapp-store-international-society-for-krishna-consciousness.png,.png,116337,2022-05-06T20:38:07.514368+00:00,40b5cffedadcf6b61e232ca3eeb8ca0d558a4dc563aedf828dd9322b3b25a9a1,235-2356723_ios-appapp-store-international-society-for-krishna-consciousness,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/ISKCON/235-2356723_ios-appapp-store-international-society-for-krishna-consciousness.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\ISKCON\34-347088_ios-appapp-store-iskcon-logo-png-transparent-png.png,Images/ISKCON/34-347088_ios-appapp-store-iskcon-logo-png-transparent-png.png,34-347088_ios-appapp-store-iskcon-logo-png-transparent-png.png,.png,161636,2022-05-06T20:37:46.179330+00:00,12dee399f354b4a1e24f09d52796cc55d7b577508520a0dddbb5ed7e5439ffe3,34-347088_ios-appapp-store-iskcon-logo-png-transparent-png,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/ISKCON/34-347088_ios-appapp-store-iskcon-logo-png-transparent-png.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\ISKCON\47-472682_clip-art-iskcon-temple-west-virginia-iskcon-logo.png,Images/ISKCON/47-472682_clip-art-iskcon-temple-west-virginia-iskcon-logo.png,47-472682_clip-art-iskcon-temple-west-virginia-iskcon-logo.png,.png,51463,2022-05-06T20:38:13.828465+00:00,c6041aa9cfcdf96f3e519240cfee732a503856d0d5dfe3e7a8bf913ea1196039,47-472682_clip-art-iskcon-temple-west-virginia-iskcon-logo,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/ISKCON/47-472682_clip-art-iskcon-temple-west-virginia-iskcon-logo.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\ISKCON\Final\ISKCON_HBG-removebg-preview-standard-scale-4_00x.png,Images/ISKCON/Final/ISKCON_HBG-removebg-preview-standard-scale-4_00x.png,ISKCON_HBG-removebg-preview-standard-scale-4_00x.png,.png,3050114,2022-05-06T20:53:22.586351+00:00,5222089dd2b0b1d48a4eca4fd024ce68a7cc83c61b868953ac6e55bf94a6bc91,ISKCON_HBG-removebg-preview-standard-scale-4_00x,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/ISKCON/Final/ISKCON_HBG-removebg-preview-standard-scale-4_00x.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\ISKCON\ISKCON HBG.png,Images/ISKCON/ISKCON HBG.png,ISKCON HBG.png,.png,87238,2022-05-06T20:51:32.269404+00:00,922d9f56b50f1cc19d80b718adb706d7ffde9454bb6ab253f94c6767e500612d,ISKCON HBG,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/ISKCON/ISKCON HBG.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\ISKCON\No Bkgrnd\1528376368Iskcon_logo__1_-removebg-preview.png,Images/ISKCON/No Bkgrnd/1528376368Iskcon_logo__1_-removebg-preview.png,1528376368Iskcon_logo__1_-removebg-preview.png,.png,69690,2022-05-06T20:45:42.806452+00:00,3cd9dd0c051e4ff3d6e62c1d19577f24e6025fa00ba6108859ed710ebe52e65a,1528376368Iskcon_logo__1_-removebg-preview,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/ISKCON/No Bkgrnd/1528376368Iskcon_logo__1_-removebg-preview.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\ISKCON\No Bkgrnd\235-2356723_ios-appapp-store-international-society-for-krishna-consciousness-removebg-preview.png,Images/ISKCON/No Bkgrnd/235-2356723_ios-appapp-store-international-society-for-krishna-consciousness-removebg-preview.png,235-2356723_ios-appapp-store-international-society-for-krishna-consciousness-removebg-preview.png,.png,69082,2022-05-06T20:45:47.610433+00:00,c15b65709e4c36bccd90d4c912025ac3da7ee1393ed9501ed33326fcfa7faa78,235-2356723_ios-appapp-store-international-society-for-krishna-consciousness-removebg-preview,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/ISKCON/No Bkgrnd/235-2356723_ios-appapp-store-international-society-for-krishna-consciousness-removebg-preview.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\ISKCON\No Bkgrnd\34-347088_ios-appapp-store-iskcon-logo-png-transparent-png-removebg-preview.png,Images/ISKCON/No Bkgrnd/34-347088_ios-appapp-store-iskcon-logo-png-transparent-png-removebg-preview.png,34-347088_ios-appapp-store-iskcon-logo-png-transparent-png-removebg-preview.png,.png,74569,2022-05-06T20:39:07.446235+00:00,ebdd848b0ba61e54c63e8f9b64563b1c8cfa5dd49751d95b32cc7f82eb715456,34-347088_ios-appapp-store-iskcon-logo-png-transparent-png-removebg-preview,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/ISKCON/No Bkgrnd/34-347088_ios-appapp-store-iskcon-logo-png-transparent-png-removebg-preview.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\ISKCON\No Bkgrnd\ISKCON_HBG-removebg-preview.png,Images/ISKCON/No Bkgrnd/ISKCON_HBG-removebg-preview.png,ISKCON_HBG-removebg-preview.png,.png,103966,2022-05-06T20:52:14.424609+00:00,63f4fbee934c3b3880fe9a0f52651586ef95694cd7f8448890218a3422e2aa8b,ISKCON_HBG-removebg-preview,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/ISKCON/No Bkgrnd/ISKCON_HBG-removebg-preview.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\1000_F_349283976_Ql4xmfchjlRlL1h9dS6lrYf9p9A8kEc1.jpg,Images/Jagannath Logos/1000_F_349283976_Ql4xmfchjlRlL1h9dS6lrYf9p9A8kEc1.jpg,1000_F_349283976_Ql4xmfchjlRlL1h9dS6lrYf9p9A8kEc1.jpg,.jpg,493190,2022-05-06T18:28:20.685733+00:00,03b911e6a14ccf5e348b21355f8d1bc822e249ff39db562a7a987af88f675bf7,1000_F_349283976_Ql4xmfchjlRlL1h9dS6lrYf9p9A8kEc1,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/1000_F_349283976_Ql4xmfchjlRlL1h9dS6lrYf9p9A8kEc1.jpg
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\17301993_0.webp,Images/Jagannath Logos/17301993_0.webp,17301993_0.webp,.webp,5962,2022-05-06T18:37:17.354380+00:00,d9178c7d17cac345d6aa71b801b501fde922960c8340f82c672b7eba3c78d485,17301993_0,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/17301993_0.webp
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\201-2017435_symbol-jagannath-logo-hd-png-download.png,Images/Jagannath Logos/201-2017435_symbol-jagannath-logo-hd-png-download.png,201-2017435_symbol-jagannath-logo-hd-png-download.png,.png,26203,2022-05-06T18:31:03.711143+00:00,6130709faf3993ac1834147c333ce4980397e3fc79261c90e91a578d48ef430e,201-2017435_symbol-jagannath-logo-hd-png-download,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/201-2017435_symbol-jagannath-logo-hd-png-download.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\20555bdd45bc5935edee256ac1c4c22b.png,Images/Jagannath Logos/20555bdd45bc5935edee256ac1c4c22b.png,20555bdd45bc5935edee256ac1c4c22b.png,.png,43705,2022-05-06T18:38:59.548002+00:00,286f67ddddde07d400be71f06f2958b0aed7e6ba41f74a8ed131b21349d66f14,20555bdd45bc5935edee256ac1c4c22b,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/20555bdd45bc5935edee256ac1c4c22b.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\356-3565625_jagannath-photo-png-ulto-rath-yatra-2018-transparent.png,Images/Jagannath Logos/356-3565625_jagannath-photo-png-ulto-rath-yatra-2018-transparent.png,356-3565625_jagannath-photo-png-ulto-rath-yatra-2018-transparent.png,.png,979607,2022-05-06T18:28:24.801745+00:00,9be4ee18fe0ab7e45d81ee7f1d17d832dda47dbc420e7fbae9ba2ce5958551c8,356-3565625_jagannath-photo-png-ulto-rath-yatra-2018-transparent,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/356-3565625_jagannath-photo-png-ulto-rath-yatra-2018-transparent.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\356-3565976_jagannath-god-clipart-hd-png-download.png,Images/Jagannath Logos/356-3565976_jagannath-god-clipart-hd-png-download.png,356-3565976_jagannath-god-clipart-hd-png-download.png,.png,213489,2022-05-06T18:25:24.081765+00:00,db31ac47670084f087ce1dd0939d5ccb63cfe5bd2c4aa31202833b50b23190d3,356-3565976_jagannath-god-clipart-hd-png-download,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/356-3565976_jagannath-god-clipart-hd-png-download.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\491-4917721_krishna-vishnu-hinduism-jagannath-jagannath-image-black-white.png,Images/Jagannath Logos/491-4917721_krishna-vishnu-hinduism-jagannath-jagannath-image-black-white.png,491-4917721_krishna-vishnu-hinduism-jagannath-jagannath-image-black-white.png,.png,68190,2022-05-06T18:38:39.862484+00:00,48e7d42a99ccddf8532f4ad0d5441e44ca249f97b1d14e70711c555723106672,491-4917721_krishna-vishnu-hinduism-jagannath-jagannath-image-black-white,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/491-4917721_krishna-vishnu-hinduism-jagannath-jagannath-image-black-white.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\541-5414635_jagannath-png-mena-special-olympics-2018-clipart.png,Images/Jagannath Logos/541-5414635_jagannath-png-mena-special-olympics-2018-clipart.png,541-5414635_jagannath-png-mena-special-olympics-2018-clipart.png,.png,405414,2022-05-06T18:24:33.450277+00:00,256987d42df5be93507054debacc7a719d1768ef13d38a8883984ba4e9e632a4,541-5414635_jagannath-png-mena-special-olympics-2018-clipart,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/541-5414635_jagannath-png-mena-special-olympics-2018-clipart.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\5632e97b19460276746e2d4ea75ed6db.jpg,Images/Jagannath Logos/5632e97b19460276746e2d4ea75ed6db.jpg,5632e97b19460276746e2d4ea75ed6db.jpg,.jpg,3324,2022-05-06T18:32:49.054803+00:00,f2ae062582aadc5ae7f751f332a19a85aa7772ee73bd474ed91a40b83cd902da,5632e97b19460276746e2d4ea75ed6db,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/5632e97b19460276746e2d4ea75ed6db.jpg
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\6b5604896382611402841591be8d6475--trophy-design-winter-park.jpg,Images/Jagannath Logos/6b5604896382611402841591be8d6475--trophy-design-winter-park.jpg,6b5604896382611402841591be8d6475--trophy-design-winter-park.jpg,.jpg,4478,2022-05-06T18:35:33.561587+00:00,3a7c0787010228f6c6fc0cb85544ff0afd88aa5ac6270629ce00d7b13c14d148,6b5604896382611402841591be8d6475--trophy-design-winter-park,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/6b5604896382611402841591be8d6475--trophy-design-winter-park.jpg
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\774b370129b868453451ae3085b1c13c.png,Images/Jagannath Logos/774b370129b868453451ae3085b1c13c.png,774b370129b868453451ae3085b1c13c.png,.png,1282445,2022-05-06T18:25:06.095091+00:00,0229c42bd48ef280acc7c5d38a32c71819006e1ebb9b9f42c28d7413b7b6afd2,774b370129b868453451ae3085b1c13c,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/774b370129b868453451ae3085b1c13c.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\898430dbae40e0062542f166af1153ed.webp,Images/Jagannath Logos/898430dbae40e0062542f166af1153ed.webp,898430dbae40e0062542f166af1153ed.webp,.webp,12540,2022-05-06T18:36:52.152565+00:00,70914b1169989102f75e6f7c3b8519295124b6d4b2f02e85ade45cb568da3cbf,898430dbae40e0062542f166af1153ed,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/898430dbae40e0062542f166af1153ed.webp
LegacyBhaktivriksha,"C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\aps,504x498,medium,transparent-pad,600x600,f8f8f8 (2).jpg","Images/Jagannath Logos/aps,504x498,medium,transparent-pad,600x600,f8f8f8 (2).jpg","aps,504x498,medium,transparent-pad,600x600,f8f8f8 (2).jpg",.jpg,27990,2022-05-06T18:35:22.123820+00:00,d8d6afa6a567046723873257281fbb520abdf38462670f186b18302762327188,"aps,504x498,medium,transparent-pad,600x600,f8f8f8 (2)",,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,"Images/Jagannath Logos/aps,504x498,medium,transparent-pad,600x600,f8f8f8 (2).jpg"
LegacyBhaktivriksha,"C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\aps,504x498,medium,transparent-pad,600x600,f8f8f8 (3).jpg","Images/Jagannath Logos/aps,504x498,medium,transparent-pad,600x600,f8f8f8 (3).jpg","aps,504x498,medium,transparent-pad,600x600,f8f8f8 (3).jpg",.jpg,46292,2022-05-06T18:35:29.543705+00:00,47a9457871a2d101a763c9a5918f0570560a220b2fb09a30db529706bd15d79f,"aps,504x498,medium,transparent-pad,600x600,f8f8f8 (3)",,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,"Images/Jagannath Logos/aps,504x498,medium,transparent-pad,600x600,f8f8f8 (3).jpg"
LegacyBhaktivriksha,"C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\aps,504x498,medium,transparent-pad,600x600,f8f8f8.jpg","Images/Jagannath Logos/aps,504x498,medium,transparent-pad,600x600,f8f8f8.jpg","aps,504x498,medium,transparent-pad,600x600,f8f8f8.jpg",.jpg,25998,2022-05-06T18:33:00.226175+00:00,31a34d91687b0c4b001dd46c7656c49f731c315e1bb1d5fbe1ebeae326b5d5af,"aps,504x498,medium,transparent-pad,600x600,f8f8f8",,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,"Images/Jagannath Logos/aps,504x498,medium,transparent-pad,600x600,f8f8f8.jpg"
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\avatar640clear0001.png,Images/Jagannath Logos/avatar640clear0001.png,avatar640clear0001.png,.png,55304,2022-05-06T18:38:53.762163+00:00,00d035654b194fca2672c4d5c359f350e8f7fe603861a0b05552dc6b28448490,avatar640clear0001,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/avatar640clear0001.png
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\b95436d3c02480ff73af853e3e37cd7d.jpg,Images/Jagannath Logos/b95436d3c02480ff73af853e3e37cd7d.jpg,b95436d3c02480ff73af853e3e37cd7d.jpg,.jpg,8857,2022-05-06T18:36:21.284801+00:00,09287079ef641058af05b1affc3263af293d6da6d67b863128dd8c48cb660e80,b95436d3c02480ff73af853e3e37cd7d,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/b95436d3c02480ff73af853e3e37cd7d.jpg
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\concept-floral-decorated-peacock-feather-beautiful-stylish-shiny-background-free-space-your-text-50115519.jpg,Images/Jagannath Logos/concept-floral-decorated-peacock-feather-beautiful-stylish-shiny-background-free-space-your-text-50115519.jpg,concept-floral-decorated-peacock-feather-beautiful-stylish-shiny-background-free-space-your-text-50115519.jpg,.jpg,84368,2022-05-06T18:39:31.404350+00:00,1bf2535d2f79597fc401d49ecd8fba1bff8cbe0f7657024e6b938cc2cbdaedee,concept-floral-decorated-peacock-feather-beautiful-stylish-shiny-background-free-space-your-text-50115519,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/concept-floral-decorated-peacock-feather-beautiful-stylish-shiny-background-free-space-your-text-50115519.jpg
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\depositphotos_63485409-stock-illustration-indian-god-of-the-universe.jpg,Images/Jagannath Logos/depositphotos_63485409-stock-illustration-indian-god-of-the-universe.jpg,depositphotos_63485409-stock-illustration-indian-god-of-the-universe.jpg,.jpg,58532,2022-05-06T18:26:00.278165+00:00,5a5adac8620a4614e59b2672a6104cb851915278542a5422ec1303aa893095ec,depositphotos_63485409-stock-illustration-indian-god-of-the-universe,,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/depositphotos_63485409-stock-illustration-indian-god-of-the-universe.jpg
LegacyBhaktivriksha,C:\Users\swap2\Downloads\Personal\5. Devotional\1. Baktivriksha\Images\Jagannath Logos\download (1).jpg,Images/Jagannath Logos/download (1).jpg,download (1).jpg,.jpg,9144,2022-05-06T18:35:54.843504+00:00,5f38e5d648319a529ff88aefecd9ccf465114c8a3d288e41a3e06d35fe3026ce,download (1),,other,en,,reference-only-index-only,not-reviewed,research-only,,legacy-bhaktivriksha,Images/Jagannath Logos/download (1).jpg
